,ABV,Beer Name,Beer Style,Brewery Name,name,creditCard,email,purchase,saleType,date
858,3.7,SAM HARVEY,"Hoppy, light golden ale, with a grapefruit and orange finish",BRIARBANK,"Kemp, Ramirez and Poole",5224945509624024,johnnywalsh@davis.com,73.18,bottles or cans,2019-04-21
859,4.3,RAILWAY PORTER,Classic London style porter with chocolate and coffee notes,BRUNSWICK,Wells-Freeman,4303024578019412,shawshannon@clay.net,78.92,draught,2019-03-30
860,5.5,RYE UP,"American red rye IPA, late hopped with Mosaic",BRUNSWICK,Galvan Group,561290546580,iwilkins@yahoo.com,17.67,bottles or cans,2019-03-20
861,4.4,SOUTH PACIFIC PALE ,Single Waimea hopped pale with added fresh kiwi fruit,BRUNSWICK,Smith PLC,639054444570,ewilliams@hotmail.com,80.33,draught,2019-02-06
862,3.9,ALBION,"English bitter, smooth easy drinking session ale",BURTON TOWN,"Garcia, Moreno and Thornton",5372149630718165,mpeterson@gmail.com,41.73,bottles or cans,2019-01-31
863,6.2,BLACK AS YOUR HAT,Jet black IPA with a liquorice kick,BURTON TOWN,Holland-May,30585630671695,kellyderek@hotmail.com,73.8,bottles or cans,2019-02-17
864,5.1,THOMCAT,He’s a little bit nutty & full of zest!,BURTON TOWN,"Gamble, Werner and Miller",5542627052941741,kelliott@yahoo.com,65.61,draught,2019-02-17
865,4.2,CHEEKY BLONDE,"Citrus aroma pinapple & tangerine flavour, with a hoppy finish",CAP HOUSE,Greer Group,3088965709948312,fosterbarbara@williams.biz,81.55,draught,2019-01-30
866,4.6,RUBY,A rich ruby ale with fruity nut and toffee flavours. ,CAP HOUSE,"Gross, Mcconnell and Martinez",639074554879,johnnyrodriguez@pearson.com,52.0,bottles or cans,2019-01-10
867,5.6,ACADIAN,New England style IPA,CHAPEL-EN-LE-FRITH,"Cruz, Morton and Adkins",4524721125295774,myoder@gmail.com,59.45,bottles or cans,2019-01-29
868,5.8,HOOPY AS FUNK,English Pale Ale with strong malt backbone & citrus hops,CHAPEL-EN-LE-FRITH,Swanson Inc,675906053375,mwong@gmail.com,76.88,draught,2019-01-27
869,4.4,ISAMBARD,An English pale ale,CHAPEL-EN-LE-FRITH,White-Garcia,5287148603596024,williambarry@hotmail.com,86.01,bottles or cans,2019-02-11
870,4.8,AMERICAN PALE ALE,"Hoppy aroma with cascade, centennial, citra & chinnook hops",CHARNWOOD,Simpson and Sons,4646552656505411,weissjustin@gmail.com,82.73,bottles or cans,2019-03-11
871,4.5,BLACK FOX,"Traditional stout, chocolate/coffee flavours, roasted bitterness",CHARNWOOD,Thompson-Greer,4187024338106,shawndaugherty@luna-hancock.info,96.01,bottles or cans,2019-01-31
872,4.9,BLACK HEN PORTER,A rich porter with subtle chocolate and expresso flavours,CHARNWOOD,Willis-Swanson,6011688159945142,clarkcarol@little-branch.info,77.83,bottles or cans,2019-03-19
873,4.4,HUBBLE BUBBLE,"Copper autumnal ale with hints of honey, spice & marmalade",CHARNWOOD,Cook Ltd,6011650472415740,richardpowell@murphy-berry.com,87.69,bottles or cans,2019-04-27
874,4.2,RAINBOW FOX,"Deep copper ale, supporting Rainbows charity",CHARNWOOD,"Robinson, Wagner and Stevens",347406087529518,aewing@marshall.com,72.43,bottles or cans,2019-03-03
875,5.2,ALONE IN THE DARK,"Full bodied stout, roast malt, bitter, warming",CHIN CHIN,Harris Group,4680477705656,summer91@alvarez.com,8.33,draught,2019-03-28
876,4.8,TARANAKI,New Zealand pale ale,CHIN CHIN,Rodriguez Ltd,3112784952352001,irivera@rivas-glover.com,54.74,bottles or cans,2019-03-04
877,3.8,BANANA,Black ale infused with banana,CHURCH END,Diaz PLC,6011246232179609,hendrickschristine@sloan.com,67.99,draught,2019-04-02
878,4.4,CHILLI McCHILLI FACE,Very pale chilli beer with subtle hop and chilli flavours,CHURCH END,Williams LLC,30491853071749,ewright@gonzalez.com,60.32,bottles or cans,2019-03-01
879,5.0,FALLEN ANGEL,"Full flavoured pale bitter, bucket fulls of American hops",CHURCH END,Freeman Inc,347772262206531,carlareyes@rivera.org,85.49,bottles or cans,2019-02-09
880,3.8,GRAVEDIGGERS,"Dark black, complex mixture of chocolate & roast flavours",CHURCH END,Edwards-Stout,4374621989747087,jose08@hotmail.com,69.63,bottles or cans,2019-01-21
881,4.2,DRIZZLE,Blonde ale brewed using natural fresh lemons and their zest,COLCHESTER   ,"Little, Thomas and Parrish",4280643020579066,lestercindy@moore-martinez.biz,95.6,draught,2019-04-02
882,4.2,PEACH,Mid brown ale with added peach,CHURCH END,Webb Ltd,180007567160954,ochoahenry@gmail.com,95.21,draught,2019-04-07
883,4.4,RHUBARD & CUSTARD,"Pale ale, rhubarb and custard in a glass",CHURCH END,Le and Sons,340165296912389,toddchris@gmail.com,39.22,bottles or cans,2019-05-01
884,4.8,FLAMING GUN,Sorachi Ace single hop pale ale,COLCHESTER   ,Fisher Group,4978694362856023,kaiserruben@hotmail.com,18.1,draught,2019-03-01
885,4.5,HONEY BUZZARD,Bronze in colour with a subtle bitter sweet finish,COTLEIGH,"Freeman, Mason and Ware",30020795522236,gregorylarsen@hotmail.com,46.37,bottles or cans,2019-04-05
886,4.3,UNCLE SAM,"Deep golden, fruity hop notes, hint of grapefruit, citrus & lychees",COTLEIGH,Combs LLC,869994221742053,andrewfisher@gmail.com,55.07,bottles or cans,2019-01-30
887,4.3,ARAMIS,EPA single hopped ale with Aramis hops from France,COTTON END,Velasquez-Johnson,4631238468200956,scotthernandez@hotmail.com,73.02,draught,2019-04-25
888,5.2,COFFEE PORTER,Porter with a treacle taste using freshly filtered Kenyan coffee,COTTON END,"Rivera, Li and Reed",30484114720451,hcontreras@morrison-smith.com,71.11,bottles or cans,2019-03-20
889,6.0,DOUBLE OAT STOUT,"Thick, creamy strong double stout made with rolled oats",COTTON END,Miller PLC,5216092064865245,smithmary@gmail.com,56.85,draught,2019-02-22
890,4.0,GREEN HOP PALE,"Pale, freshly picked green hops from Pomfret Arms garden",COTTON END,"Morales, White and Russo",6011845926838709,kholloway@yahoo.com,76.2,draught,2019-03-23
891,4.0,BARNWELL BITTER,Traditional amber easy drinking beer with a malty finish,DIGFIELD,Levy LLC,30500579228944,nunezmichelle@gmail.com,71.27,draught,2019-04-25
892,3.8,FOOLS NOOK,Golden Summer bitter well hopped and refreshing,DIGFIELD,Ross PLC,869922262068005,rperez@hotmail.com,74.97,draught,2019-04-04
893,4.8,MAD MONK,Dark strong ale has hints of malt and chocolate,DIGFIELD,"Patterson, Lane and Peck",4446720849460800,msanders@hotmail.com,47.84,draught,2019-03-15
894,4.4,OWD WICK,Copper coloured traditional bitter,DOGBREATH,"Green, Smith and Reeves",4206831304646,tateeric@torres.com,70.26,bottles or cans,2019-01-28
895,4.5,SMOKE IN THE WATER,Smoked porter,DOGBREATH,Taylor-Garza,341864389567824,benjaminwilson@hotmail.com,54.06,draught,2019-01-11
896,3.8,SANDHOUSE BLONDE,Gold straw colour with lager & wheat malts. Citrusy aroma ,DONCASTER,Velasquez-Higgins,180060791221217,eferguson@brown.net,26.48,draught,2019-01-04
897,5.7,SPEEDWELL,Powerful American style IPA,DONCASTER,Johnson PLC,4582478919031142,robert79@hotmail.com,78.36,bottles or cans,2019-04-30
898,3.9,HISTORY MAKER,"A modern bitter, more hoppy then malty",DOUBLE TOP,"Mercer, Phillips and Blackwell",6011927695764173,qdorsey@yahoo.com,70.4,draught,2019-02-24
899,6.0,OLD STONEFACE,Black treacle stout,DOUBLE TOP,Gibbs-Moyer,4624062426263131,lmata@caldwell.net,81.38,draught,2019-02-21
900,4.0,COPDOCK CLASSIC,A golden ale with a slight citrus note and earthy hop base,DOVE STREET,"Johnson, Weaver and Hanson",4060542257413096,caitlyn89@yahoo.com,65.62,draught,2019-02-28
901,4.3,REGAL,"Lager style, but brewed with ale yeast  using Czech Saaz hops",DOVE STREET,Douglas Group,372149137239682,wilsonmichelle@gmail.com,21.26,bottles or cans,2019-01-27
902,5.0,IRISH RED,"Traditional Irish red ale, fruity character & subtle bitterness",DRAYCOTT,Byrd PLC,5163990217277049,lance01@hotmail.com,37.51,draught,2019-03-01
903,3.8,MADE WITH PASSION,Very pale EPA session ale with a hint of passion fruit,DRAYCOTT,Fuller-Cole,5570452384617561,lindseymontgomery@gmail.com,13.3,bottles or cans,2019-04-28
904,4.2,MINNESOTA NORTH STAR ,American Red Ale with prominent malt notes & good bitterness,DRAYCOTT,Harris LLC,5594745577193478,robertmartinez@gmail.com,85.52,draught,2019-03-11
905,4.7,OBSIDIAN BLACK LAGER ALE,"Ale with lager malts, yeast, hops.Darker malts give black colour",DRAYCOTT,Smith LLC,6011488996048139,wlawson@summers.info,43.49,bottles or cans,2019-04-13
906,4.5,USA LIBERTY 1776,Fruity pale ale with a hoppy finish. Single hopped with Simcoe,DRAYCOTT,"Valenzuela, Flores and Brown",6011015568918371,masseyjohn@hotmail.com,58.09,bottles or cans,2019-03-22
907,4.8,BLACK TIE,Chocolate coffee stout,DUKERIES,Ponce-Baker,5460771913569321,dana12@yahoo.com,98.07,bottles or cans,2019-03-04
908,4.3,GOLDEN CASTILLE,Triple hopped golden citrus ale,DUKERIES,Lester Ltd,210036208866434,robertsmichael@rios.com,55.08,bottles or cans,2019-02-18
909,4.7,NORTHERN RISING,"Refreshing, fruity, chestnut bitter",DUKERIES,"Yang, Waters and Vaughan",4442156745977304,april79@yahoo.com,1.66,bottles or cans,2019-04-23
910,5.2,WERSHESHOPE GOLD,"Orange marmalade, lime & slight grass hop taste",DUKERIES,Nelson LLC,30442863462527,zdrake@gross.com,41.04,draught,2019-04-20
911,4.5,BLACK ROSE,Delicious and smooth porter with a subtle chocolate aftertaste,ELLISWOOD,"Reyes, Anderson and Martinez",4085814509839,christopher32@thompson.com,61.96,bottles or cans,2019-03-22
912,3.8,FLAMING STAR,An easy drinking session beer,ELLISWOOD,"Maynard, Wilson and Harrell",6011903028656451,megan24@weber.org,64.35,bottles or cans,2019-01-24
913,4.2,JUST ONE MORE,"Deep golden/amber ale, citrus flavour with a soft fruity note",ELLISWOOD,"Perry, Andrews and Newton",6011207498114334,jonathanbowers@gmail.com,10.22,draught,2019-04-08
914,4.8,ROYAL STANDARD 1485,"Deep red bitter, sweet toffee taste, with caramel undertones",ELLISWOOD,"Robinson, James and Miller",6011031956798655,gmurray@yahoo.com,7.05,bottles or cans,2019-04-13
915,3.6,KLEINER WEISSE,"White IPA, lemon & citrus aroma, pine & grassy flavours",EYES,"Key, Peterson and Diaz",210042543618068,david85@hotmail.com,51.42,draught,2019-03-18
916,6.2,SUMMER SCHOPS,"Rich, creamy Polish style wheat beer brewed with lemongrass",EYES,Carrillo and Sons,6011118788309593,michelle33@andrews.biz,28.14,bottles or cans,2019-01-22
917,6.2,SUMMER SCHOPS TROPICAL,Polish style wheat beer with lemongrass & herby European hop,EYES,"Chang, Mueller and Pugh",4608073623922445,jenniferfowler@gmail.com,71.96,bottles or cans,2019-03-24
918,4.5,FISTFUL OF HOPS,"Golden amber, powerful hop aromas with citrus undertones",FALSTAFF,"Yoder, Lopez and Garrett",3088116688630956,mweaver@johnson-dean.com,58.25,bottles or cans,2019-02-06
919,4.0,ICEMAN,Pale and zingy with hoppy overtones and a malty finish,FALSTAFF,Gates-Perkins,4962409909735756,acostasandra@gmail.com,66.03,draught,2019-05-02
920,4.2,LILLIAN GRAY,Golden well hopped nose and complex flavours,FALSTAFF,Washington and Sons,869986640695284,lori59@hotmail.com,95.7,draught,2019-03-06
921,4.3,CHIEF,Blonde ale. Floral & fruity with restrained bitterness,FIVE TOWNS,Jenkins Ltd,3337568414556039,melissa73@yahoo.com,22.21,bottles or cans,2019-04-25
922,4.8,DEVIL TAKE THE HINDMOST,Deep red ale with a big hop presence,FIXED WHEEL,Reed-Simon,676353045229,austinmontgomery@galloway.com,81.22,draught,2019-01-26
923,5.0,SINGLE SPEED SIMCOE,Single hopped IPA with Simcoe hops,FIXED WHEEL,Gray-Ruiz,3096560822010841,christinalewis@coleman-williams.net,40.92,draught,2019-04-04
924,5.4,KING NORVAK'S SAGA,Champion Porter of the West Midlands,FOWNES,"Howell, Sims and Ortega",342475035200030,wbeck@rodriguez.org,65.91,draught,2019-04-22
925,8.199999999999999,HAND OF DOOM,Double IPA,FOWNES,Hernandez Group,630487186136,robertjackson@stein-hayes.com,93.0,draught,2019-04-12
926,7.6,KORVAK'S SAGA CHAPTER III: LAMENT,Rye porter,FOWNES,Gray-Sims,210072263795069,david80@hotmail.com,33.17,bottles or cans,2019-04-28
927,6.2,PROPHETS OF DOOM,Cascadian dark ale,FOWNES,"Mitchell, Mann and Hester",348462093684317,wilsonbrittany@hahn-roberts.com,50.99,bottles or cans,2019-03-13
928,4.4,STORYTELLER,Honey & Ginger ale ,FOWNES,"Duffy, Thomas and Rodriguez",4628547202360,daniel23@green.org,71.66,bottles or cans,2019-02-18
929,5.0,THE PALE KING,Pilsner style real ale,FOWNES,Dominguez Inc,4936653107224963,lindsaystephens@hernandez-finley.net,11.07,bottles or cans,2019-02-26
930,5.7,VISIONS OF HERESY,Smoked rye IPA,FOWNES,"Wright, Stephenson and Reilly",30366628684986,brandon14@dunlap.net,24.1,draught,2019-03-06
931,3.9,FRESH GOLD,"Brewed with hops grown at the brewery, a new beer each year",FOX ,"Castro, Holland and Jackson",869918364342207,hgonzalez@butler-thompson.net,80.07,bottles or cans,2019-03-22
932,4.5,SAMPHIRE STOUT,Brewed with local seaweed,FOX ,Beck and Sons,210069858249619,gaysara@stone.com,64.17,bottles or cans,2019-01-23
933,5.1,DANISH RED LAGER,"Malty, crisp lager style with a long malty finish.",FRAMEWORK,Barrera-Perez,30500365293599,william01@melendez-decker.net,9.88,draught,2019-04-06
934,5.5,GALENA RYE PALE ALE,"Rye Beer, with Galena hops for a pineapple & grapefruit taste",FRAMEWORK,Diaz Group,5440271548154859,liulinda@yahoo.com,46.73,draught,2019-01-05
935,5.7,LAID BACK STOUT,"Complex, viscous & dark. Nine malts give a deep character",FRAMEWORK,"Foster, Baker and Thomas",5467062371418851,ramirezanthony@knapp.info,95.93,draught,2019-03-08
936,4.2,LEMON & CORIANDER WHEAT BEER,Wheat beer with lemon zest and coriander,FRAMEWORK,"Joyce, Smith and Hamilton",4082805780974,codyavery@gonzalez.info,83.16,draught,2019-02-06
937,4.1,RESPECT ,"Golden amber brew with a distinct orange, satsuma notes",FRONT ROW,Fleming-Kirby,5283243865428612,lori93@hotmail.com,17.69,draught,2019-01-11
938,4.5,APPARITION,Pale ale with a strong hop bite,FULL MASH,Hurst-Palmer,3096436132456992,wrighttiffany@guerrero.info,14.72,bottles or cans,2019-04-22
939,4.2,ILLUMINATI,Perfectly balanced golden ale,FULL MASH,Lamb-Davis,3337408800930524,michaelmclean@burton.com,63.41,bottles or cans,2019-01-28
940,5.2,MANHATTAN PALE,"Strong, aromatic blonde brew",FULL MASH,Williamson-Palmer,210008226764842,qgarcia@underwood-jenkins.org,3.07,bottles or cans,2019-04-24
941,4.7,NORTHERN LIGHTS,New dark stout,FULL MASH,Miller-Fischer,4727535935832377,jonesamanda@brown.com,7.09,bottles or cans,2019-02-05
942,3.8,RED DOG,Smooth amber session ale,FULL MASH,Rivera-Callahan,340183440810912,wolfmeghan@yahoo.com,90.16,bottles or cans,2019-03-08
943,4.0,SÉANCE,Crisp blond ale with a smooth finish,FULL MASH,Velez-Austin,30322037913367,lmurphy@hotmail.com,25.39,bottles or cans,2019-04-28
944,4.4,WARLORD,Deep golden brew,FULL MASH,"Ward, Thomas and Baker",503829478885,ashley42@anderson.net,3.05,bottles or cans,2019-03-31
945,4.4,FUN SPONGE,Citra & Mosaic hopped juicy beer,FURNACE,"Carter, Freeman and Hernandez",4929791242023962,arthurcannon@hotmail.com,76.45,bottles or cans,2019-02-24
946,6.0,GOLD DUST,El Dorado & Zeus bringings punchy flavours,FURNACE,Fletcher and Sons,3088874887256839,deborahstone@hotmail.com,67.42,bottles or cans,2019-04-15
947,4.2,SAIL,"Blonde session ale, with a subtle lemony twist",G2,Taylor Inc,30444865386431,despinoza@berry.com,14.51,draught,2019-01-08
948,4.8,SOUTHERN CROSS,Golden with a tropical taste and delicious spicy undertone,G2,Johnston-Carrillo,6011542903179922,ashley69@rodriguez-yang.com,15.98,draught,2019-01-09
949,4.5,CHELTENHAM GOLD,Deep gold in colour with an aroma of citrus hops & apricot fruit,GOFFS,"Franco, Mitchell and Schneider",4816663844624,jacobpittman@payne-bell.info,50.16,bottles or cans,2019-01-23
950,4.4,FALLEN KNIGHT,Full bodied dark amber beer with a ruby glow.,GOFFS,Neal-Mendoza,5200466887613800,ssanchez@guerrero-shah.com,36.09,bottles or cans,2019-01-25
951,4.7,AMISH MASH ,German style wheat beer  hopped with loads of American hops,GREAT HECK,"Proctor, Mccarthy and Coleman",30288109481395,kolson@hotmail.com,37.39,draught,2019-02-14
952,6.1,APOCALYPSE BRAU,Dark smooth malty rich Cascadian dark ale,GREAT HECK,"Mitchell, Gibbs and Freeman",30596378487665,fjohnson@hotmail.com,76.22,bottles or cans,2019-01-20
953,3.8,EGRET,Pale gold beer brewed with 5 different American and NZ Hops,GREAT OAKLEY,Kim-Campos,4864017156807522,kathleen24@riley.com,19.63,bottles or cans,2019-02-06
954,4.2,TIFFIELD THUNDERBOLT,Pale beer brewed with two different New Zealand hops,GREAT OAKLEY,Lawson Ltd,30373599874075,kevinsmith@gonzalez-gamble.org,25.7,bottles or cans,2019-01-15
955,5.0,HEAVEN SENT,Rich chocolate milk stout,GREEN DUCK,Stuart Ltd,180034210448347,montgomerykathryn@craig.com,83.65,bottles or cans,2019-01-02
956,4.6,LOST PATROL,Well hopped pale with a blend of Pacific hops,GREEN DUCK,"Duncan, Logan and Avila",30531647446770,rweber@hotmail.com,80.76,draught,2019-03-15
957,4.5,BAD TO THE BONE,"Light brown with Goldings, Cascade and Simcoe ",GUN DOG,"Smith, Aguilar and Smith",4707123741031114,david61@lee.org,54.28,bottles or cans,2019-02-09
958,4.2,BOOZE HOUND,Delicious copper IPA,GUN DOG,"Johnson, Hughes and Campbell",4179594999391,norrisandrew@hotmail.com,94.73,draught,2019-03-01
959,4.5,KUNG FUSION,"Pale ale. Sorachi ace & centennial hops, west coast ale yeast",HAMELSWORDE,"Maldonado, Jones and Huber",3528054516177965,ehoffman@haynes-nguyen.com,35.44,bottles or cans,2019-03-26
960,5.2,SMOKESTACKS,Rich porter brewed with malt smoked over apple & cherry woods,HAMELSWORDE,"Green, Maynard and Sparks",345082737881690,robertsstephanie@parker.com,28.97,bottles or cans,2019-01-12
961,4.0,BLONDE,A quaffing pale ale,HILLTOP,"Williams, Lowe and Wyatt",344815322643830,uboyd@gmail.com,85.22,draught,2019-01-07
962,4.2,GOLDEN ALE,A golden ale with a slight citrus note and earthy hop base,HILLTOP,Fischer-Patton,4481268285654417,wayneruiz@hotmail.com,55.6,bottles or cans,2019-02-15
963,3.9,BLACK COUNTRY BITTER,Golden straw fruity with a malty finish,HOLDEN'S ,Smith-Welch,4942074666150816,williamsdiana@reeves-cole.biz,24.02,draught,2019-03-04
964,4.4,GOLDEN GLOW,"Golden ale fragrant hop aromas,pleasant bitter finish",HOLDEN'S ,Tran-Smith,379580739246423,rcastillo@hotmail.com,90.0,bottles or cans,2019-02-10
965,6.0,DARK PEAK,Strong and dark with a hint of liquorice and a warming rum kick,HOWARD TOWN,"Cobb, Moss and Johnson",6011068159209122,christinawilliams@barnes.com,3.31,draught,2019-01-18
966,4.4,SUPERFORTRESS,Bittersweet ruby ale with malty caramel notes and fruity hops,HOWARD TOWN,Perez-Fitzgerald,630480355654,hwalker@anderson-fleming.biz,99.68,draught,2019-01-21
967,4.8,WEISSPEAK,"Bavarian style cloudy wheat beer bread, banana, cloves flavours",HOWARD TOWN,"Cardenas, Salinas and Nguyen",3088409521544462,gharris@myers.biz,29.85,bottles or cans,2019-03-19
968,5.0,HAVE YOU SEEN ME DOG ,A hoppy pale ale,IMPERIAL,Hernandez-Nguyen,180076867448849,warmstrong@henderson.net,37.54,draught,2019-01-18
969,4.5,NAH THEN ,Citra hopped pale ale,IMPERIAL,Marshall-Moss,5282263657189231,cory62@goodwin.com,56.61,bottles or cans,2019-03-18
970,6.0,STOUT WI NOWT TEKKEN OWT ,"Full bodied stout, 9 malts, slightly sweet, liquorice and spice",IMPERIAL,Martin-Robbins,4336507032518343,dakota49@bass-sullivan.info,61.9,bottles or cans,2019-04-24
971,5.0,BLACK TO THE FUTURE ,"Darkish pale in taste, caramel notes with a grapefruit hop burst",IMPERIAL/CHIN CHIN/TARN51/JAMES & KIRKMAN,"Gardner, Morris and Christian",6011456867930313,taylorchristopher@yahoo.com,46.39,bottles or cans,2019-03-05
972,5.3,MYRCE,"IPA hopped with cascade, centennial & citra ",INTREPID,Williams LLC,869907396878536,eroman@hotmail.com,50.5,bottles or cans,2019-03-27
973,4.2,NEW WORLD AMBER,Amber ale using NZ hops for a zingy more fruity flavour & aroma,INTREPID,Yoder-Dunn,346255045655738,gutierreztanya@whitney.org,33.03,bottles or cans,2019-04-21
974,5.1,PORTER,Full bodied porter using a blend of UK & US hops,INTREPID,Thomas-Harper,4133108634432,christopherfuller@hotmail.com,5.64,draught,2019-03-29
975,3.8,SESSION IPA,"Low ABV IPA using Eldorado, centennial & mosaic hops",INTREPID,Parker Inc,378678095203474,jonesbrent@aguilar.com,78.66,draught,2019-04-25
